Name,Season,Tm,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg
Aaron Brooks,2012-13,TOT,PG,53.0,20.0,997.0,7.3,16.2,0.45299999999999996,2.1,2.7,0.769,0.7,3.4,4.1,5.9,1.5,0.5,3.4,4.8,19.3,105.0,114.0
Aaron Brooks,2012-13,SAC,PG,46.0,20.0,959.0,7.4,16.2,0.45899999999999996,2.1,2.8,0.769,0.6,3.5,4.2,5.8,1.5,0.4,3.4,4.8,19.6,106.0,114.0
Aaron Brooks,2012-13,HOU,PG,7.0,0.0,38.0,5.3,17.1,0.308,0.0,0.0,,1.3,1.3,2.6,7.9,1.3,3.9,5.3,6.6,13.1,80.0,107.0
Aaron Brooks,2013-14,TOT,PG,72.0,12.0,1557.0,7.4,18.4,0.401,2.6,3.0,0.8740000000000001,1.4,3.1,4.4,7.4,1.6,0.4,3.7,4.6,20.4,105.0,110.0
Aaron Brooks,2013-14,HOU,PG,43.0,0.0,716.0,7.2,18.3,0.395,2.6,3.1,0.841,1.6,2.7,4.3,5.8,1.7,0.4,3.6,5.3,20.8,106.0,110.0
Aaron Brooks,2013-14,DEN,PG,29.0,12.0,841.0,7.5,18.5,0.406,2.7,3.0,0.902,1.2,3.4,4.5,8.7,1.6,0.4,3.8,4.1,20.1,104.0,111.0
Aaron Brooks,2014-15,CHI,PG,25.0,1.0,473.0,10.4,22.2,0.47100000000000003,4.4,5.1,0.851,1.0,3.5,4.5,8.4,1.3,0.4,5.8,6.1,28.9,106.0,108.0
Aaron Brooks,Career,,,422.0,162.0,9836.0,8.7,21.0,0.41600000000000004,3.8,4.5,0.848,1.0,3.0,4.0,7.4,1.3,0.3,3.8,4.3,24.4,106.0,111.0
Aaron Brooks,,,,,,,,,,,,,,,,,,,,,,,
Aaron Brooks,6,HOU,,297.0,124.0,7090.0,8.9,21.9,0.408,4.0,4.7,0.853,1.0,3.0,4.0,7.1,1.3,0.3,3.7,4.2,25.3,106.0,110.0
Aaron Brooks,1,SAC,,46.0,20.0,959.0,7.4,16.2,0.45899999999999996,2.1,2.8,0.769,0.6,3.5,4.2,5.8,1.5,0.4,3.4,4.8,19.6,106.0,114.0
Aaron Brooks,1,DEN,,29.0,12.0,841.0,7.5,18.5,0.406,2.7,3.0,0.902,1.2,3.4,4.5,8.7,1.6,0.4,3.8,4.1,20.1,104.0,111.0
Aaron Brooks,1,CHI,,25.0,1.0,473.0,10.4,22.2,0.47100000000000003,4.4,5.1,0.851,1.0,3.5,4.5,8.4,1.3,0.4,5.8,6.1,28.9,106.0,108.0
Aaron Brooks,1,PHO,,25.0,5.0,473.0,9.2,21.5,0.43,4.9,6.1,0.807,1.0,1.9,2.9,11.2,1.4,0.1,4.7,4.9,25.8,107.0,114.0
DeQuan Jones,2012-13,ORL,SF,63.0,17.0,803.0,6.2,14.1,0.436,2.2,3.3,0.667,1.1,5.7,6.8,1.0,1.2,1.4,1.9,3.6,15.1,93.0,110.0
DeQuan Jones,Career,,,63.0,17.0,803.0,6.2,14.1,0.436,2.2,3.3,0.667,1.1,5.7,6.8,1.0,1.2,1.4,1.9,3.6,15.1,93.0,110.0
Jodie Meeks,2009-10,TOT,SG,60.0,0.0,719.0,7.6,19.5,0.38799999999999996,2.3,2.8,0.795,0.7,6.6,7.2,2.8,1.3,0.4,1.8,3.8,20.5,100.0,107.0
Jodie Meeks,2009-10,MIL,SG,41.0,0.0,486.0,6.9,19.1,0.36200000000000004,1.9,2.3,0.857,0.5,7.2,7.8,2.4,1.4,0.4,2.2,3.6,18.2,91.0,104.0
Jodie Meeks,2009-10,PHI,SG,19.0,0.0,233.0,9.0,20.5,0.44,2.9,4.0,0.722,0.9,5.2,6.1,3.8,1.1,0.2,1.1,4.3,25.2,119.0,114.0
Jodie Meeks,2010-11,PHI,SG,74.0,64.0,2062.0,6.1,14.5,0.425,3.9,4.3,0.894,0.5,3.8,4.3,2.0,1.6,0.1,1.5,2.5,19.7,116.0,108.0
Jodie Meeks,2011-12,PHI,SG,66.0,50.0,1644.0,6.2,15.2,0.409,2.5,2.8,0.9059999999999999,0.6,4.7,5.2,1.8,1.3,0.1,0.9,2.7,18.1,111.0,103.0
Jodie Meeks,2012-13,LAL,SG,78.0,10.0,1663.0,6.3,16.2,0.387,2.6,2.9,0.8959999999999999,1.1,4.1,5.2,2.1,1.8,0.2,1.6,3.1,18.9,109.0,109.0
Jodie Meeks,2013-14,LAL,SG,77.0,70.0,2556.0,7.9,17.0,0.46299999999999997,4.2,4.9,0.857,0.6,3.1,3.7,2.6,2.1,0.1,2.1,2.3,23.0,112.0,113.0
Jodie Meeks,2014-15,DET,,4.0,0.0,92.0,7.3,20.9,0.35100000000000003,9.6,9.6,1.0,1.1,2.3,3.4,4.0,4.0,0.0,2.8,4.0,26.5,109.0,106.0
Jodie Meeks,Career,,,359.0,194.0,8736.0,6.8,16.2,0.423,3.4,3.9,0.878,0.7,4.0,4.7,2.3,1.7,0.1,1.7,2.7,20.4,111.0,109.0
Jodie Meeks,,,,,,,,,,,,,,,,,,,,,,,
Jodie Meeks,3,PHI,,159.0,114.0,3939.0,6.3,15.1,0.419,3.2,3.7,0.8859999999999999,0.6,4.3,4.8,2.0,1.4,0.1,1.3,2.7,19.3,115.0,106.0
Jodie Meeks,2,LAL,,155.0,80.0,4219.0,7.2,16.7,0.435,3.6,4.2,0.867,0.8,3.5,4.3,2.4,2.0,0.1,1.9,2.6,21.4,111.0,111.0
Jodie Meeks,1,MIL,,41.0,0.0,486.0,6.9,19.1,0.36200000000000004,1.9,2.3,0.857,0.5,7.2,7.8,2.4,1.4,0.4,2.2,3.6,18.2,91.0,104.0
Jodie Meeks,1,DET,,4.0,0.0,92.0,7.3,20.9,0.35100000000000003,9.6,9.6,1.0,1.1,2.3,3.4,4.0,4.0,0.0,2.8,4.0,26.5,109.0,106.0
Jordan Hamilton,2011-12,DEN,SF,26.0,2.0,258.0,9.5,21.9,0.43200000000000005,0.4,1.0,0.4,2.2,10.1,12.2,4.0,0.8,0.6,3.2,3.0,22.7,99.0,107.0
Jordan Hamilton,2012-13,DEN,SF,40.0,1.0,397.0,10.7,25.6,0.418,1.7,3.3,0.5,4.1,8.0,12.1,2.9,1.9,1.0,2.4,3.1,26.5,104.0,105.0
Jordan Hamilton,2013-14,TOT,SF,60.0,12.0,1019.0,7.1,18.2,0.391,1.9,2.5,0.784,1.5,7.8,9.4,2.5,2.1,1.0,2.2,3.2,19.5,102.0,106.0
Jordan Hamilton,2013-14,DEN,SF,39.0,11.0,670.0,7.2,18.6,0.39,1.7,2.3,0.742,1.7,8.0,9.7,2.5,2.3,0.9,2.0,2.3,19.4,101.0,106.0
Jordan Hamilton,2013-14,HOU,SF,21.0,1.0,349.0,6.9,17.4,0.39299999999999996,2.4,2.9,0.85,1.3,7.4,8.7,2.6,1.9,1.0,2.7,5.1,19.7,103.0,106.0
Jordan Hamilton,Career,,,126.0,15.0,1674.0,8.3,20.5,0.406,1.6,2.4,0.6709999999999999,2.2,8.2,10.4,2.8,1.9,0.9,2.4,3.2,21.6,102.0,106.0
Jordan Hamilton,,,,,,,,,,,,,,,,,,,,,,,
Jordan Hamilton,3,DEN,,105.0,14.0,1325.0,8.7,21.3,0.408,1.4,2.3,0.613,2.5,8.4,10.9,2.9,1.9,0.9,2.3,2.6,22.1,102.0,106.0
Jordan Hamilton,1,HOU,,21.0,1.0,349.0,6.9,17.4,0.39299999999999996,2.4,2.9,0.85,1.3,7.4,8.7,2.6,1.9,1.0,2.7,5.1,19.7,103.0,106.0
Brian Cook,2003-04,LAL,C,35.0,2.0,442.0,7.9,16.6,0.475,2.5,3.3,0.75,3.6,8.2,11.9,2.4,1.9,1.9,2.0,7.5,18.2,104.0,99.0
Brian Cook,2004-05,LAL,C,72.0,0.0,1087.0,8.6,20.5,0.41700000000000004,1.4,1.8,0.757,3.1,7.4,10.5,1.7,1.1,1.3,1.4,6.8,22.3,111.0,111.0
Brian Cook,2005-06,LAL,PF,81.0,46.0,1535.0,9.0,17.6,0.511,2.9,3.5,0.8320000000000001,3.0,6.4,9.4,2.5,1.3,1.1,2.1,7.1,22.1,116.0,106.0
Brian Cook,2006-07,LAL,PF,65.0,24.0,1018.0,9.3,20.6,0.45299999999999996,1.7,2.4,0.723,3.1,7.8,10.8,3.3,1.3,1.4,2.6,6.8,22.7,105.0,108.0
Brian Cook,2007-08,TOT,PF,51.0,2.0,629.0,7.2,19.1,0.376,1.5,1.7,0.905,2.3,6.6,8.9,2.2,1.1,1.0,3.2,7.6,19.4,94.0,106.0
Brian Cook,2007-08,LAL,PF,6.0,2.0,70.0,2.9,15.1,0.19,2.9,2.9,1.0,2.9,4.3,7.2,2.2,1.4,0.0,2.9,4.3,10.0,72.0,109.0
Brian Cook,2007-08,ORL,PF,45.0,0.0,559.0,7.7,19.6,0.39399999999999996,1.4,1.6,0.882,2.2,6.9,9.1,2.2,1.0,1.1,3.2,8.0,20.6,96.0,106.0
Brian Cook,2008-09,TOT,PF,30.0,0.0,171.0,8.5,23.2,0.368,1.5,1.8,0.833,2.1,7.6,9.8,1.5,0.9,0.9,4.0,7.9,22.6,88.0,103.0
Brian Cook,2008-09,ORL,PF,21.0,0.0,146.0,8.2,21.4,0.38299999999999995,1.8,2.1,0.833,2.1,7.5,9.6,1.4,1.1,0.0,3.9,8.2,22.1,91.0,104.0
Brian Cook,2008-09,HOU,PF,9.0,0.0,25.0,10.6,34.1,0.313,0.0,0.0,,2.1,8.5,10.6,2.1,0.0,6.4,4.3,6.4,25.5,75.0,100.0
Brian Cook,2009-10,HOU,PF,15.0,0.0,44.0,8.1,26.7,0.304,5.8,8.1,0.7140000000000001,1.2,9.3,10.4,1.2,0.0,2.3,7.0,5.8,24.4,72.0,108.0
Brian Cook,2010-11,LAC,PF,40.0,0.0,447.0,8.3,19.7,0.424,1.7,2.8,0.625,2.2,8.9,11.1,1.7,1.4,1.3,2.9,8.7,22.3,101.0,107.0
Brian Cook,2011-12,TOT,PF,32.0,0.0,276.0,5.9,18.7,0.316,1.7,1.9,0.9,1.9,10.1,12.0,1.9,1.1,1.0,2.1,9.2,15.5,85.0,105.0
Brian Cook,2011-12,LAC,PF,16.0,0.0,121.0,4.9,21.8,0.22399999999999998,1.8,1.8,1.0,1.8,8.5,10.2,0.9,0.9,1.8,1.8,11.6,13.8,71.0,105.0
Brian Cook,2011-12,WAS,PF,16.0,0.0,155.0,6.7,16.4,0.408,1.7,2.0,0.833,2.0,11.4,13.4,2.7,1.3,0.3,2.3,7.4,16.7,98.0,105.0
Brian Cook,Career,,,421.0,74.0,5649.0,8.5,19.2,0.439,2.0,2.6,0.7829999999999999,2.8,7.5,10.3,2.3,1.2,1.2,2.3,7.3,21.4,105.0,107.0
Brian Cook,,,,,,,,,,,,,,,,,,,,,,,
Brian Cook,5,LAL,,259.0,74.0,4152.0,8.7,18.9,0.461,2.2,2.7,0.7879999999999999,3.1,7.2,10.3,2.5,1.3,1.3,2.0,6.9,21.7,110.0,107.0
Brian Cook,2,ORL,,66.0,0.0,705.0,7.8,20.0,0.392,1.5,1.7,0.87,2.2,7.0,9.2,2.0,1.0,0.9,3.4,8.0,20.9,95.0,106.0
Brian Cook,2,LAC,,56.0,0.0,568.0,7.6,20.1,0.379,1.7,2.6,0.679,2.1,8.8,10.9,1.6,1.3,1.4,2.7,9.3,20.6,95.0,107.0
Brian Cook,2,HOU,,24.0,0.0,69.0,9.0,29.3,0.308,3.8,5.3,0.7140000000000001,1.5,9.0,10.5,1.5,0.0,3.8,6.0,6.0,24.8,73.0,105.0
Brian Cook,1,WAS,,16.0,0.0,155.0,6.7,16.4,0.408,1.7,2.0,0.833,2.0,11.4,13.4,2.7,1.3,0.3,2.3,7.4,16.7,98.0,105.0
James Ennis,2014-15,MIA,SF,25.0,1.0,339.0,4.4,10.9,0.406,4.0,4.6,0.862,2.4,6.2,8.5,2.7,2.1,1.1,0.6,4.9,13.9,120.0,109.0
James Ennis,Career,,,25.0,1.0,339.0,4.4,10.9,0.406,4.0,4.6,0.862,2.4,6.2,8.5,2.7,2.1,1.1,0.6,4.9,13.9,120.0,109.0
Jared Sullinger,2012-13,BOS,PF,45.0,5.0,892.0,6.5,13.2,0.493,2.8,3.7,0.746,5.4,10.1,15.5,2.1,1.3,1.3,1.7,9.0,15.8,113.0,102.0
Jared Sullinger,2013-14,BOS,PF,74.0,44.0,2041.0,9.7,22.7,0.42700000000000005,4.0,5.1,0.778,6.1,9.1,15.1,3.0,0.9,1.2,3.0,6.3,24.8,105.0,107.0
Jared Sullinger,2014-15,BOS,PF,23.0,23.0,661.0,9.6,21.4,0.44799999999999995,2.3,3.6,0.6459999999999999,4.4,9.6,13.9,4.2,1.0,1.2,2.1,4.6,23.6,108.0,105.0
Jared Sullinger,Career,,,142.0,72.0,3594.0,8.9,20.1,0.442,3.4,4.5,0.752,5.6,9.4,15.0,3.0,1.0,1.2,2.5,6.7,22.4,107.0,105.0
Paul Millsap,2006-07,UTA,PF,82.0,1.0,1472.0,7.4,14.2,0.525,5.0,7.4,0.6729999999999999,6.5,8.5,15.1,2.2,2.4,2.6,3.3,8.4,19.9,112.0,102.0
Paul Millsap,2007-08,UTA,PF,82.0,2.0,1702.0,7.7,15.2,0.504,4.7,6.9,0.677,5.1,8.9,13.9,2.5,2.2,2.2,2.6,8.1,20.0,112.0,103.0
Paul Millsap,2008-09,UTA,PF,76.0,38.0,2290.0,9.0,16.9,0.534,5.1,7.3,0.6990000000000001,5.6,9.1,14.7,3.1,1.8,1.6,2.9,6.5,23.1,116.0,105.0
Paul Millsap,2009-10,UTA,PF,82.0,8.0,2277.0,8.7,16.1,0.5379999999999999,4.1,5.9,0.693,4.2,8.4,12.6,2.9,1.4,2.2,2.6,6.4,21.4,113.0,103.0
Paul Millsap,2010-11,UTA,PF,76.0,76.0,2605.0,10.6,20.0,0.531,5.2,6.8,0.757,3.3,8.4,11.7,3.8,2.1,1.4,2.9,5.5,26.6,114.0,108.0
Paul Millsap,2011-12,UTA,PF,64.0,62.0,2100.0,10.6,21.5,0.495,5.0,6.4,0.792,4.5,9.6,14.1,3.7,2.9,1.3,2.8,5.5,26.5,113.0,102.0
Paul Millsap,2012-13,UTA,PF,78.0,78.0,2375.0,9.5,19.4,0.49,5.9,7.9,0.742,3.9,8.4,12.3,4.5,2.3,1.8,3.1,5.2,25.2,112.0,104.0
Paul Millsap,2013-14 ★,ATL,PF,74.0,73.0,2482.0,9.9,21.4,0.461,5.8,8.0,0.731,3.1,9.7,12.8,4.7,2.6,1.6,3.8,4.3,27.1,105.0,102.0
Paul Millsap,2014-15,ATL,PF,25.0,25.0,837.0,9.3,19.6,0.475,5.0,7.6,0.653,2.7,9.3,12.0,4.6,3.3,1.2,3.4,4.3,25.2,106.0,98.0
Paul Millsap,Career,,,639.0,363.0,18140.0,9.3,18.5,0.505,5.1,7.1,0.721,4.3,8.9,13.2,3.6,2.3,1.8,3.0,6.0,24.2,112.0,103.0
Paul Millsap,,,,,,,,,,,,,,,,,,,,,,,
Paul Millsap,7,UTA,,540.0,265.0,14821.0,9.2,17.9,0.516,5.0,6.9,0.723,4.6,8.7,13.3,3.3,2.1,1.8,2.9,6.3,23.6,113.0,104.0
Paul Millsap,2,ATL,,99.0,98.0,3319.0,9.7,21.0,0.465,5.6,7.9,0.713,3.0,9.6,12.6,4.7,2.8,1.5,3.7,4.3,26.7,105.0,101.0
Avery Bradley,2010-11,BOS,PG,31.0,0.0,162.0,7.5,22.0,0.34299999999999997,2.0,3.9,0.5,1.3,4.3,5.6,3.9,3.0,0.0,5.2,6.6,17.0,68.0,101.0
Avery Bradley,2011-12,BOS,PG,64.0,28.0,1368.0,7.8,15.6,0.498,2.4,3.0,0.795,1.3,3.1,4.5,3.4,1.7,0.5,2.9,4.2,18.8,100.0,102.0
Avery Bradley,2012-13,BOS,PG,50.0,50.0,1435.0,7.0,17.4,0.402,1.3,1.8,0.755,1.1,3.0,4.0,3.8,2.3,0.7,2.6,4.7,16.8,90.0,105.0
Avery Bradley,2013-14,BOS,PG,60.0,58.0,1855.0,10.0,22.9,0.43799999999999994,2.5,3.1,0.804,1.3,4.9,6.3,2.4,1.7,0.3,2.7,4.0,24.7,100.0,109.0
Avery Bradley,2014-15,BOS,SG,22.0,22.0,664.0,8.6,20.0,0.43200000000000005,1.2,1.5,0.8,0.7,3.0,3.8,1.6,1.2,0.4,1.8,3.5,20.6,97.0,110.0
Avery Bradley,Career,,,227.0,158.0,5484.0,8.4,19.3,0.43700000000000006,2.0,2.6,0.779,1.2,3.7,4.9,2.9,1.8,0.4,2.7,4.3,20.5,96.0,106.0
Joe Johnson,2001-02,TOT,SG,77.0,60.0,1916.0,6.8,15.9,0.43,1.1,1.4,0.774,2.0,5.0,7.0,4.9,1.6,0.5,1.9,3.1,15.8,102.0,105.0
Joe Johnson,2001-02,BOS,SG,48.0,33.0,1003.0,6.7,15.3,0.439,1.0,1.3,0.769,2.1,5.1,7.2,3.8,1.7,0.5,1.4,3.1,15.7,105.0,104.0
Joe Johnson,2001-02,PHO,SG,29.0,27.0,913.0,7.0,16.6,0.42,1.2,1.6,0.778,2.0,4.8,6.8,6.0,1.5,0.6,2.5,3.2,15.9,99.0,107.0
Joe Johnson,2002-03,PHO,SG,82.0,34.0,2255.0,7.3,18.5,0.397,2.2,2.9,0.774,1.3,4.8,6.1,4.9,1.4,0.4,2.5,3.3,18.7,99.0,105.0
Joe Johnson,2003-04,PHO,SG,82.0,77.0,3331.0,8.6,20.1,0.43,2.7,3.6,0.75,1.2,4.7,6.0,5.6,1.4,0.4,3.1,2.8,21.3,100.0,109.0
Joe Johnson,2004-05,PHO,SF,82.0,82.0,3240.0,8.4,18.2,0.461,2.1,2.8,0.75,1.9,4.7,6.5,4.5,1.2,0.4,2.3,2.6,21.6,113.0,110.0
Joe Johnson,2005-06,ATL,SG,82.0,82.0,3340.0,10.0,22.2,0.45299999999999996,4.1,5.2,0.7909999999999999,1.6,3.8,5.3,8.5,1.6,0.5,4.2,3.0,26.3,109.0,114.0
Joe Johnson,2006-07 ★,ATL,SG,57.0,57.0,2359.0,12.1,25.8,0.47100000000000003,5.3,7.1,0.748,1.2,4.2,5.4,5.6,1.4,0.2,4.0,2.6,32.2,109.0,111.0
Joe Johnson,2007-08 ★,ATL,SG,82.0,82.0,3343.0,10.2,23.6,0.43200000000000005,5.0,6.0,0.8340000000000001,1.3,4.5,5.8,7.5,1.3,0.3,3.5,2.6,28.1,109.0,112.0
Joe Johnson,2008-09 ★,ATL,SG,79.0,79.0,3124.0,10.6,24.3,0.43700000000000006,5.1,6.2,0.826,1.1,4.8,5.9,7.8,1.4,0.3,3.3,3.0,28.9,110.0,110.0
Joe Johnson,2009-10 ★,ATL,SG,76.0,76.0,2886.0,11.7,25.6,0.45799999999999996,4.1,5.0,0.818,1.4,5.1,6.5,6.8,1.5,0.1,2.7,2.7,29.9,112.0,109.0
Joe Johnson,2010-11 ★,ATL,SG,72.0,72.0,2554.0,10.8,24.4,0.44299999999999995,4.1,5.1,0.802,1.2,4.9,6.1,7.1,1.0,0.1,3.1,2.8,27.6,105.0,110.0
Joe Johnson,2011-12 ★,ATL,SG,60.0,60.0,2127.0,10.6,23.3,0.45399999999999996,4.0,4.7,0.8490000000000001,1.3,4.2,5.5,5.8,1.2,0.3,2.9,1.9,28.2,110.0,105.0
Joe Johnson,2012-13,BRK,SG,72.0,72.0,2642.0,9.1,21.5,0.423,2.7,3.3,0.82,1.1,3.4,4.5,5.2,1.0,0.3,2.5,2.0,23.9,109.0,111.0
Joe Johnson,2013-14 ★,BRK,SG,79.0,79.0,2575.0,9.4,20.8,0.45399999999999996,3.2,4.0,0.815,1.0,4.5,5.5,4.4,1.0,0.2,2.4,2.6,25.4,110.0,112.0
Joe Johnson,2014-15,BRK,SG,22.0,22.0,763.0,9.3,20.7,0.447,3.1,3.9,0.789,1.2,6.4,7.5,5.5,1.4,0.2,2.9,3.0,23.9,105.0,107.0
Joe Johnson,Career,,,1004.0,934.0,36455.0,9.7,21.9,0.44299999999999995,3.6,4.5,0.799,1.4,4.5,5.9,6.1,1.3,0.3,3.0,2.7,25.3,108.0,110.0
Joe Johnson,,,,,,,,,,,,,,,,,,,,,,,
Joe Johnson,7,ATL,,508.0,508.0,19733.0,10.8,24.1,0.449,4.5,5.6,0.8079999999999999,1.3,4.5,5.8,7.2,1.4,0.3,3.4,2.7,28.6,109.0,111.0
Joe Johnson,4,PHO,,275.0,220.0,9739.0,8.1,18.8,0.43200000000000005,2.2,3.0,0.757,1.5,4.7,6.3,5.1,1.4,0.4,2.6,2.9,20.3,104.0,108.0
Joe Johnson,3,BRK,,173.0,173.0,5980.0,9.3,21.1,0.439,3.0,3.7,0.8140000000000001,1.0,4.3,5.3,4.9,1.0,0.2,2.5,2.4,24.6,109.0,111.0
Joe Johnson,1,BOS,,48.0,33.0,1003.0,6.7,15.3,0.439,1.0,1.3,0.769,2.1,5.1,7.2,3.8,1.7,0.5,1.4,3.1,15.7,105.0,104.0
Will Barton,2012-13,POR,SG,73.0,5.0,894.0,6.9,18.2,0.382,2.9,3.8,0.769,2.1,6.4,8.5,3.4,2.0,0.5,3.5,3.3,17.3,87.0,109.0
Will Barton,2013-14,POR,SG,41.0,0.0,387.0,8.5,20.4,0.41700000000000004,3.4,4.2,0.813,2.1,7.6,9.7,4.3,1.2,0.9,2.4,4.1,21.7,103.0,107.0
Will Barton,2014-15,POR,SG,13.0,0.0,127.0,6.8,17.3,0.395,0.8,2.0,0.4,0.0,4.4,4.4,4.4,2.0,0.4,4.0,5.6,15.7,80.0,103.0
Will Barton,Career,,,127.0,5.0,1408.0,7.4,18.7,0.39399999999999996,2.9,3.8,0.765,1.9,6.6,8.5,3.8,1.8,0.6,3.2,3.7,18.4,91.0,108.0
Nik Stauskas,2014-15,SAC,SG,26.0,0.0,362.0,4.7,14.2,0.33,1.4,1.7,0.833,0.6,3.0,3.6,2.4,0.6,1.1,1.4,4.6,12.8,92.0,111.0
Nik Stauskas,Career,,,26.0,0.0,362.0,4.7,14.2,0.33,1.4,1.7,0.833,0.6,3.0,3.6,2.4,0.6,1.1,1.4,4.6,12.8,92.0,111.0
Jerami Grant,2014-15,PHI,SF,9.0,0.0,94.0,5.8,18.4,0.314,1.6,5.3,0.3,3.2,6.3,9.5,1.1,2.1,2.6,1.1,6.3,13.1,73.0,104.0
Jerami Grant,Career,,,9.0,0.0,94.0,5.8,18.4,0.314,1.6,5.3,0.3,3.2,6.3,9.5,1.1,2.1,2.6,1.1,6.3,13.1,73.0,104.0
James Jones,2003-04,IND,SF,6.0,0.0,26.0,4.2,19.0,0.222,4.2,4.2,1.0,0.0,4.2,4.2,0.0,2.1,0.0,0.0,2.1,14.8,83.0,100.0
James Jones,2004-05,IND,SF,75.0,24.0,1330.0,5.2,13.2,0.396,2.2,2.6,0.855,1.6,5.6,7.2,2.4,1.3,1.2,1.8,5.1,15.4,108.0,106.0
James Jones,2005-06,PHO,SF,75.0,24.0,1772.0,6.9,16.4,0.418,2.9,3.4,0.851,1.2,5.9,7.2,1.6,1.1,1.4,1.0,4.0,19.8,112.0,107.0
James Jones,2006-07,PHO,SF,76.0,7.0,1376.0,5.9,16.0,0.368,2.6,3.0,0.877,1.2,5.2,6.4,1.6,1.0,1.5,1.0,4.2,17.7,106.0,108.0
James Jones,2007-08,POR,SF,58.0,3.0,1276.0,6.1,14.0,0.43700000000000006,3.7,4.2,0.878,1.8,5.0,6.9,1.5,1.0,0.6,1.2,4.1,19.8,126.0,111.0
James Jones,2008-09,MIA,SF,40.0,1.0,630.0,4.7,12.6,0.369,2.2,2.6,0.8390000000000001,1.0,4.2,5.3,1.7,1.0,1.2,1.0,4.9,14.3,108.0,111.0
James Jones,2009-10,MIA,SF,36.0,6.0,503.0,4.6,12.7,0.361,2.4,3.0,0.821,0.4,4.4,4.8,1.8,1.2,0.4,1.2,4.8,15.5,113.0,108.0
James Jones,2010-11,MIA,SF,81.0,8.0,1549.0,5.0,11.8,0.42200000000000004,2.0,2.5,0.833,0.8,4.7,5.5,1.5,1.0,0.6,0.7,4.4,16.2,128.0,107.0
James Jones,2011-12,MIA,SG,51.0,10.0,666.0,4.5,11.9,0.38,2.0,2.4,0.833,0.5,3.4,3.9,1.5,1.3,0.7,0.8,3.6,14.6,117.0,104.0
James Jones,2012-13,MIA,SF,38.0,0.0,221.0,5.0,14.6,0.344,0.5,1.0,0.5,0.0,5.3,5.3,3.1,0.5,1.4,0.7,3.8,14.4,101.0,108.0
James Jones,2013-14,MIA,SF,20.0,6.0,236.0,6.9,15.2,0.456,1.6,2.5,0.636,0.4,4.7,5.1,2.0,0.7,0.9,0.9,1.3,21.6,127.0,110.0
James Jones,2014-15,CLE,SF,9.0,0.0,85.0,7.4,15.4,0.48,3.1,3.7,0.833,0.0,6.1,6.1,3.1,0.6,0.0,0.0,6.1,25.2,155.0,112.0
James Jones,Career,,,565.0,89.0,9670.0,5.6,14.1,0.401,2.5,3.0,0.848,1.1,5.1,6.2,1.7,1.1,1.0,1.1,4.3,17.4,115.0,108.0
James Jones,,,,,,,,,,,,,,,,,,,,,,,
James Jones,6,MIA,,266.0,31.0,3805.0,4.9,12.4,0.395,2.0,2.4,0.813,0.7,4.4,5.0,1.7,1.0,0.8,0.8,4.2,15.8,119.0,107.0
